제품명,상품url,가격,할인가격,브랜드,조회수,누적판매,좋아요,이미지url,남성구매비율,여성구매비율,~18세,19세~23세,24세~28세,29세~33세,34세~39세,40세~
나일론 메탈 스탠넥 구스 다운 라이트그레이 (UN421CDJN1),https://www.musinsa.com/app/goods/2885379,299000,299000,엄브로,3.7천 회 이상,50개 미만,208,//image.msscdn.net/images/goods_img/20221024/2885379/2885379_1_500.jpg?t=20221024093248,80%,20%,16%,12%,32%,32%,8%,0%
퍼피 구스 다운 (T12C7QOT780ML1BDS),https://www.musinsa.com/app/goods/2925430,659000,659000,타미힐피거,1천 회 이상,,25,//image.msscdn.net/images/goods_img/20221107/2925430/2925430_1_500.jpg?t=20221107160924,,,,,,,,
남성 인퀼팅 후드 구스 다운,https://www.musinsa.com/app/goods/2870791,238000,214200,게스,3.8천 회 이상,50개 미만,246,//image.msscdn.net/images/goods_img/20221017/2870791/2870791_1_500.jpg?t=20221018105957,39%,61%,3%,14%,58%,6%,8%,11%
22FW MK3 PUFFER DOWN PURPLE GREY,https://www.musinsa.com/app/goods/2782766,279000,195300,비슬로우,5.8천 회 이상,50개 미만,456,//image.msscdn.net/images/goods_img/20220908/2782766/2782766_1_500.jpg?t=20220920180059,86%,14%,19%,22%,44%,6%,3%,6%
utility mountain down parka khaki,https://www.musinsa.com/app/goods/2886423,299000,209300,유니폼브릿지,7.7천 회 이상,50개 미만,238,//image.msscdn.net/images/goods_img/20221024/2886423/2886423_1_500.jpg?t=20221024134627,93%,7%,3%,19%,37%,19%,0%,22%
틸그린 세미오버핏 코듀로이 구스 다운 점퍼 (TNJU2F302E2),https://www.musinsa.com/app/goods/2850127,259000,233100,티엔지티,4.2천 회 이상,50개 미만,171,//image.msscdn.net/images/goods_img/20221011/2850127/2850127_1_500.jpg?t=20221011143751,88%,12%,4%,8%,36%,28%,24%,0%
SENSUAL LEATHER SHORT PADDING_CREAM,https://www.musinsa.com/app/goods/2864474,236000,141600,닉앤니콜,4.8천 회 이상,50개 미만,735,//image.msscdn.net/images/goods_img/20221014/2864474/2864474_1_500.jpg?t=20221014165131,5%,95%,3%,33%,38%,13%,5%,8%
N224MDW850 오베론 숏 기장 후디 덕 다운 점퍼 CARBON BLACK,https://www.musinsa.com/app/goods/2806855,339000,309000,내셔널지오그래픽,3.3천 회 이상,,149,//image.msscdn.net/images/goods_img/20220921/2806855/2806855_4_500.jpg?t=20221031131543,,,,,,,,
[리뉴얼ver]컨템포러리 몬스터파카 다크그레이 COOSJP028D.GRAY,https://www.musinsa.com/app/goods/1643838,259000,168300,세컨모놀로그,8.7천 회 이상,600개 이상,"3,561",//image.msscdn.net/images/goods_img/20201012/1643838/1643838_2_500.jpg?t=20201012171150,80%,20%,5%,12%,21%,28%,22%,12%
[구스 다운] 그레이쉬카키 슈퍼 오버핏 볼륨 후드 롱 다운 야상 IEJU2F007K5,https://www.musinsa.com/app/goods/2862835,339000,299000,일꼬르소,2.8천 회 이상,,101,//image.msscdn.net/images/goods_img/20221014/2862835/2862835_1_500.jpg?t=20221014140433,,,,,,,,
NGC 글로스 다운 파카_실버(NG2CWUB901A),https://www.musinsa.com/app/goods/2787958,279000,195300,나이스고스트클럽,4.4천 회 이상,50개 미만,863,//image.msscdn.net/images/goods_img/20220913/2787958/2787958_2_500.jpg?t=20220914184202,35%,65%,5%,30%,35%,15%,15%,0%
NBNPC4W902 / [연아다운] WOMEN 에센셜 플라워 숏 다운(BLACK),https://www.musinsa.com/app/goods/2893302,329000,329000,뉴발란스,2.3천 회 이상,,168,//image.msscdn.net/images/goods_img/20221026/2893302/2893302_2_500.jpg?t=20221102153030,,,,,,,,
22fw shelter down parka brown,https://www.musinsa.com/app/goods/2890633,339000,305100,유니폼브릿지,4.1천 회 이상,,151,//image.msscdn.net/images/goods_img/20221025/2890633/2890633_1_500.jpg?t=20221031165954,,,,,,,,
3M 신슐레이트 퀼팅자켓 베이지 FPJ201,https://www.musinsa.com/app/goods/2145695,169000,69000,플루크,1.5만 회 이상,800개 이상,"2,215",//image.msscdn.net/images/goods_img/20210924/2145695/2145695_8_500.jpg?t=20220118115332,65%,35%,7%,21%,30%,19%,10%,13%
NJ1DM62F 남성 1996 에코 눕시 자켓,https://www.musinsa.com/app/goods/2081546,299000,299000,노스페이스,7.4천 회 이상,300개 이상,865,//image.msscdn.net/images/goods_img/20210823/2081546/2081546_2_500.jpg?t=20210824105951,59%,41%,1%,9%,13%,16%,21%,40%
퍼핀 숏 푸퍼 자켓 그레이,https://www.musinsa.com/app/goods/2830434,199000,169150,와릿이즌,1.1만 회 이상,100개 이상,531,//image.msscdn.net/images/goods_img/20220929/2830434/2830434_6_500.jpg?t=20221109173812,32%,68%,22%,14%,8%,6%,4%,46%
픽토르 S 구스다운 경량패딩 (BLACK),https://www.musinsa.com/app/goods/2633843,179000,179000,디스커버리 익스페디션,7천 회 이상,100개 이상,407,//image.msscdn.net/images/goods_img/20220627/2633843/2633843_1_500.jpg?t=20220627122526,53%,47%,4%,13%,17%,23%,12%,31%
씬에어(THINAIR)Reversible ECO HELLO(헬로우)_Black,https://www.musinsa.com/app/goods/2744798,399000,287280,케이투,4.9천 회 이상,50개 이상,258,//image.msscdn.net/images/goods_img/20220826/2744798/2744798_1_500.jpg?t=20220826085354,53%,47%,6%,10%,54%,24%,4%,2%
크랙 더블 레이어 다운 자켓 BROWN,https://www.musinsa.com/app/goods/2780196,239000,191200,인사일런스,1만 회 이상,50개 이상,471,//image.msscdn.net/images/goods_img/20220907/2780196/2780196_2_500.jpg?t=20220923165152,87%,13%,5%,28%,34%,19%,7%,7%
TAG SHORT PUFFER - BLACK,https://www.musinsa.com/app/goods/2804758,169000,149000,브라운브레스,7.5천 회 이상,100개 이상,583,//image.msscdn.net/images/goods_img/20220920/2804758/2804758_2_500.jpg?t=20221011171901,61%,39%,18%,32%,17%,13%,6%,14%
N214MDW800 고어텍스 인피니움 어반 레볼루션 다운 점퍼 CARBON BLACK,https://www.musinsa.com/app/goods/2170051,499000,319300,내셔널지오그래픽,700회 이상,,108,//image.msscdn.net/images/goods_img/20211008/2170051/2170051_6_500.jpg?t=20220628165259,,,,,,,,
NJ1DN51K 화이트라벨 노벨티 눕시 다운 자켓 프린트,https://www.musinsa.com/app/goods/2917942,368000,294400,노스페이스,3.4천 회 이상,,103,//image.msscdn.net/images/goods_img/20221103/2917942/2917942_1_500.jpg?t=20221103091604,,,,,,,,
N224MDW720 골든몰 남성 숏기장 구스 후디 다운 점퍼 MC GREY,https://www.musinsa.com/app/goods/2776099,319000,289000,내셔널지오그래픽,5.8천 회 이상,50개 이상,288,//image.msscdn.net/images/goods_img/20220907/2776099/2776099_4_500.jpg?t=20221026150141,59%,41%,7%,7%,25%,20%,14%,27%
N224UDW810 브레디 모듈라 경량 구스 다운 점퍼 CARBON BLACK,https://www.musinsa.com/app/goods/2715394,109000,99000,내셔널지오그래픽,1.1만 회 이상,200개 이상,916,//image.msscdn.net/images/goods_img/20220812/2715394/2715394_1_500.jpg?t=20220812152821,41%,59%,13%,19%,21%,15%,5%,27%
Quilted Duck Down Jacket (Black),https://www.musinsa.com/app/goods/2754618,328000,295200,킹아카이브,2.2천 회 이상,,184,//image.msscdn.net/images/goods_img/20220830/2754618/2754618_1_500.jpg?t=20220830145232,,,,,,,,
빅배플 다운 코트 GT6536,https://www.musinsa.com/app/goods/2879954,237300,118650,아디다스,2.9천 회 이상,50개 이상,107,//image.msscdn.net/images/goods_img/20221020/2879954/2879954_11_500.jpg?t=20221114165748,57%,43%,3%,17%,14%,33%,13%,20%
숏 푸퍼 자켓(PURPLE),https://www.musinsa.com/app/goods/2799777,178000,160200,프라이,1.1천 회 이상,,62,//image.msscdn.net/images/goods_img/20220916/2799777/2799777_2_500.jpg?t=20221111123703,,,,,,,,
온앤오프 리버시블 패딩 플리스 자켓 블랙 (UN323CPJ92),https://www.musinsa.com/app/goods/2820595,239000,239000,엄브로,1.2만 회 이상,100개 이상,"1,266",//image.msscdn.net/images/goods_img/20220927/2820595/2820595_2_500.jpg?t=20220930150116,46%,54%,8%,25%,25%,22%,8%,12%
베이직 심플 숏다운 (KD2DJE4152FCRM),https://www.musinsa.com/app/goods/2839061,199000,199000,케즈,3.1천 회 이상,50개 미만,788,//image.msscdn.net/images/goods_img/20221005/2839061/2839061_2_500.jpg?t=20221011095911,3%,97%,11%,19%,34%,11%,6%,19%
(FW21) Classic Ripstop Down Parka Desert Camo,https://www.musinsa.com/app/goods/2189030,289000,144500,디스이즈네버댓,6.1천 회 이상,100개 이상,971,//image.msscdn.net/images/goods_img/20211020/2189030/2189030_1_500.jpg?t=20211020190016,55%,45%,7%,17%,31%,21%,13%,11%
피쉬테일 덕다운 자켓 IVORY,https://www.musinsa.com/app/goods/2843722,329000,312600,코닥,3.4천 회 이상,,289,//image.msscdn.net/images/goods_img/20221006/2843722/2843722_1_500.jpg?t=20221006144824,,,,,,,,
N224MDW710 레이만 남성 숏기장 다운 점퍼 OAK BEIGE,https://www.musinsa.com/app/goods/2758815,279000,259000,내셔널지오그래픽,7.4천 회 이상,50개 미만,360,//image.msscdn.net/images/goods_img/20220831/2758815/2758815_1_500.jpg?t=20220831154836,67%,33%,9%,35%,22%,22%,3%,9%
NBNPC49103 / [뉴발란스X이스트로그] ARCTIC TROOPS PARKA (유러피안 구스 다운) (DARK KHAKI),https://www.musinsa.com/app/goods/2885557,599000,599000,뉴발란스,9.4천 회 이상,,234,//image.msscdn.net/images/goods_img/20221024/2885557/2885557_1_500.jpg?t=20221024101319,,,,,,,,
오버핏 2-WAY 더플 롱패딩_베이지,https://www.musinsa.com/app/goods/2834588,169000,129900,키뮤어,2.4만 회 이상,100개 이상,"2,942",//image.msscdn.net/images/goods_img/20221003/2834588/2834588_1_500.jpg?t=20221004101316,26%,74%,8%,30%,28%,16%,8%,10%
[Woman]덕다운 리버시블 푸퍼 패딩_Coral&Cream Beige,https://www.musinsa.com/app/goods/2856517,148000,118000,라퍼지 포 우먼,1.7만 회 이상,100개 이상,"1,558",//image.msscdn.net/images/goods_img/20221012/2856517/2856517_4_500.jpg?t=20221018123415,15%,85%,4%,20%,30%,20%,18%,8%
여 라이트 그레이 숏 렝스 스탠드 카라 푸퍼 다운 재킷 J221163 PQY,https://www.musinsa.com/app/goods/2771773,279000,251000,캘빈클라인 진,1.1만 회 이상,50개 이상,831,//image.msscdn.net/images/goods_img/20220906/2771773/2771773_11_500.jpg?t=20220929180704,15%,85%,12%,21%,33%,17%,2%,15%
3M신슐레이트 퀼팅자켓 다크그레이 FPJ201,https://www.musinsa.com/app/goods/2806442,169000,69000,플루크,2.6만 회 이상,500개 이상,"1,508",//image.msscdn.net/images/goods_img/20220920/2806442/2806442_4_500.jpg?t=20221011104616,80%,20%,6%,15%,35%,16%,13%,15%
LEVEL7 TYPE2 MONSTER DOWN PARKA _ BLACK,https://www.musinsa.com/app/goods/2871129,328000,278800,프리즘웍스,6.1천 회 이상,50개 미만,288,//image.msscdn.net/images/goods_img/20221018/2871129/2871129_1_500.jpg?t=20221020202517,78%,23%,1%,8%,25%,23%,28%,15%
베이직 스몰로고 숏패딩 B (Beige),https://www.musinsa.com/app/goods/2703965,289000,289000,엠엘비,2.7천 회 이상,,370,//image.msscdn.net/images/goods_img/20220808/2703965/2703965_4_500.jpg?t=20220916131320,,,,,,,,
DUCK DOWN PUFFER light gray,https://www.musinsa.com/app/goods/2873575,259000,181300,마리떼,3.8천 회 이상,50개 미만,365,//image.msscdn.net/images/goods_img/20221018/2873575/2873575_1_500.jpg?t=20221024141647,3%,97%,9%,22%,32%,19%,9%,9%
벤치 구스 다운 자켓 BLACK,https://www.musinsa.com/app/goods/2235363,399000,299000,코닥,3.2천 회 이상,100개 이상,660,//image.msscdn.net/images/goods_img/20211116/2235363/2235363_1_500.jpg?t=20211116163227,38%,62%,5%,34%,37%,10%,3%,11%
컬러블록 BOS 로고 다운재킷 - 블랙:머스타드 / GF0076,https://www.musinsa.com/app/goods/1531218,279000,69750,아디다스,1.5만 회 이상,300개 이상,"1,323",//image.msscdn.net/images/goods_img/20200729/1531218/1531218_4_500.jpg?t=20210121111920,68%,32%,1%,6%,30%,29%,15%,19%
372908 여 초경량 퀼팅 다운 자켓_6color,https://www.musinsa.com/app/goods/2948747,79800,79800,지오다노,1.7천 회 이상,,169,//image.msscdn.net/images/goods_img/20221117/2948747/2948747_4_500.jpg?t=20221117193237,,,,,,,,
유틸리티 숏 몬스터 파카-블랙,https://www.musinsa.com/app/goods/2772715,117000,87700,필루미네이트,4.8만 회 이상,700개 이상,"2,393",//image.msscdn.net/images/goods_img/20220906/2772715/2772715_3_500.jpg?t=20221012145101,83%,17%,6%,31%,33%,20%,6%,4%
퀼팅 M-51 피쉬테일 파카 그레이,https://www.musinsa.com/app/goods/2861969,149000,104300,커버낫,3.4천 회 이상,50개 미만,153,//image.msscdn.net/images/goods_img/20221014/2861969/2861969_1_500.jpg?t=20221014110839,37%,63%,15%,4%,11%,33%,7%,30%
[21FW] [무봉제]덕다운 심리스 미니멀 푸퍼 숏패딩_Gray,https://www.musinsa.com/app/goods/2888799,143000,55600,라퍼지스토어,2만 회 이상,100개 이상,851,//image.msscdn.net/images/goods_img/20221024/2888799/2888799_1_500.jpg?t=20221024193125,40%,60%,8%,17%,14%,17%,13%,31%
NJ3NN56B 유니 아웃 포켓 온볼 자켓,https://www.musinsa.com/app/goods/2852912,239000,167300,노스페이스,4천 회 이상,50개 이상,229,//image.msscdn.net/images/goods_img/20221012/2852912/2852912_1_500.jpg?t=20221012104118,81%,19%,3%,8%,41%,32%,10%,6%
하이넥 리치포켓 패딩 점퍼_오렌지,https://www.musinsa.com/app/goods/2744526,129000,79900,코드그라피,1.1만 회 이상,100개 이상,429,//image.msscdn.net/images/goods_img/20220825/2744526/2744526_2_500.jpg?t=20221121100306,83%,17%,3%,11%,24%,20%,21%,21%
로즈 커버 퀼팅 점퍼 ( 핑크 ),https://www.musinsa.com/app/goods/2827527,113000,101700,레터프롬문,1.7천 회 이상,50개 미만,360,//image.msscdn.net/images/goods_img/20220929/2827527/2827527_1_500.jpg?t=20220930173645,8%,92%,4%,29%,38%,13%,13%,3%
NGC 다이드 다운 파카_블랙(NG2CWUB900A),https://www.musinsa.com/app/goods/2787961,259000,181300,나이스고스트클럽,6.1천 회 이상,50개 이상,"1,061",//image.msscdn.net/images/goods_img/20220913/2787961/2787961_2_500.jpg?t=20220914180908,32%,68%,7%,36%,30%,13%,3%,11%
PERTEX® T Down Jacket Bandana Grey,https://www.musinsa.com/app/goods/2890443,239000,239000,디스이즈네버댓,6.6천 회 이상,50개 미만,426,//image.msscdn.net/images/goods_img/20221025/2890443/2890443_1_500.jpg?t=20221027144339,65%,35%,15%,24%,7%,18%,12%,24%
남성 CK 구스 다운 자켓 BRILLIANT WHITE,https://www.musinsa.com/app/goods/2772144,189000,139000,캘빈클라인 골프,4.1천 회 이상,50개 이상,119,//image.msscdn.net/images/goods_img/20220906/2772144/2772144_1_500.jpg?t=20221020151554,77%,23%,11%,10%,21%,6%,20%,32%
반슬리 RDS 다운 여성 숏패딩 (L/BEIGE),https://www.musinsa.com/app/goods/2746786,299000,299000,디스커버리 익스페디션,4.6천 회 이상,,560,//image.msscdn.net/images/goods_img/20220826/2746786/2746786_5_500.jpg?t=20221110160649,,,,,,,,
22FW FIMOJI 푸퍼 패딩자켓 블랙 MA1235 22A001V 01BK,https://www.musinsa.com/app/goods/2856419,628950,628950,이자벨마랑,300회 이상,,5,//image.msscdn.net/images/goods_img/20221012/2856419/2856419_1_500.jpg?t=20221012195253,,,,,,,,
[프리미엄] 구스 다운 푸퍼 숏 패딩 재킷 [웜 그레이],https://www.musinsa.com/app/goods/2516036,179900,134890,무신사 스탠다드,5.2천 회 이상,50개 미만,129,//image.msscdn.net/images/goods_img/20220426/2516036/2516036_1_500.jpg?t=20220923102548,83%,17%,6%,13%,16%,49%,6%,10%
여성 베이직 와이드 카라 크롭 패딩 LA (Black),https://www.musinsa.com/app/goods/2811737,289000,289000,엠엘비,3.7천 회 이상,50개 미만,767,//image.msscdn.net/images/goods_img/20220922/2811737/2811737_1_500.jpg?t=20220922144803,14%,86%,14%,23%,23%,8%,0%,32%
다운 푸퍼 숏 패딩 재킷 [세이지 그레이],https://www.musinsa.com/app/goods/2533590,119900,101890,무신사 스탠다드,1.2만 회 이상,50개 미만,200,//image.msscdn.net/images/goods_img/20220502/2533590/2533590_1_500.jpg?t=20220921152004,78%,22%,10%,18%,30%,12%,18%,12%
트위치로고 롱다운 파카 블랙,https://www.musinsa.com/app/goods/2838722,249000,199200,리,4.1천 회 이상,50개 미만,293,//image.msscdn.net/images/goods_img/20221005/2838722/2838722_3_500.jpg?t=20221012093709,29%,71%,4%,21%,39%,11%,4%,21%
고쉬 구스다운 여성 롱패딩 (BLACK),https://www.musinsa.com/app/goods/2848948,590000,590000,디스커버리 익스페디션,2.2천 회 이상,,203,//image.msscdn.net/images/goods_img/20221007/2848948/2848948_2_500.jpg?t=20221110214114,,,,,,,,
패션 다운 퍼퍼 재킷 GU1779,https://www.musinsa.com/app/goods/2893452,174300,104580,아디다스,5천 회 이상,50개 이상,345,//image.msscdn.net/images/goods_img/20221026/2893452/2893452_11_500.jpg?t=20221101102738,17%,83%,1%,4%,12%,32%,20%,31%
스머징 그래픽 다운 자켓 BROWN,https://www.musinsa.com/app/goods/2780185,259000,207200,인사일런스,2.8천 회 이상,,140,//image.msscdn.net/images/goods_img/20220907/2780185/2780185_2_500.jpg?t=20220923165945,,,,,,,,
sadsmile diamond quilted down jumper_CQUAW22811BKX,https://www.musinsa.com/app/goods/2717781,239000,215100,커스텀멜로우,3.8천 회 이상,50개 이상,185,//image.msscdn.net/images/goods_img/20220816/2717781/2717781_2_500.jpg?t=20221017154156,91%,9%,6%,7%,32%,26%,20%,9%
N224MDW720 골든몰 남성 숏기장 구스 후디 다운 점퍼 L BEIGE,https://www.musinsa.com/app/goods/2776096,319000,289000,내셔널지오그래픽,3.2천 회 이상,,107,//image.msscdn.net/images/goods_img/20220907/2776096/2776096_4_500.jpg?t=20221026150014,,,,,,,,
여성 크롭 숏푸퍼 덕다운 숏패딩 레드,https://www.musinsa.com/app/goods/2686472,179000,143200,리,3.7천 회 이상,50개 미만,358,//image.msscdn.net/images/goods_img/20220728/2686472/2686472_4_500.jpg?t=20220906160841,8%,92%,11%,19%,41%,2%,16%,11%
반슬리 RDS 다운 남성 숏패딩 (L/GREY),https://www.musinsa.com/app/goods/2746553,299000,299000,디스커버리 익스페디션,2천 회 이상,,102,//image.msscdn.net/images/goods_img/20220826/2746553/2746553_4_500.jpg?t=20221110160554,,,,,,,,
N224WDW970 여성 라루스 코지 덕 다운 점퍼 BEIGE,https://www.musinsa.com/app/goods/2791906,279000,259000,내셔널지오그래픽,5천 회 이상,50개 미만,616,//image.msscdn.net/images/goods_img/20220914/2791906/2791906_7_500.jpg?t=20221018114315,43%,57%,10%,20%,30%,17%,10%,13%
우먼즈 코듀로이 다운 푸퍼 숏 패딩 재킷 [블랙],https://www.musinsa.com/app/goods/2515918,139900,118890,무신사 스탠다드,3.5천 회 이상,50개 이상,428,//image.msscdn.net/images/goods_img/20220426/2515918/2515918_1_500.jpg?t=20220921165715,14%,86%,6%,24%,29%,17%,13%,11%
NJ3NN63A 노벨티 아스펜 EX 온볼 자켓,https://www.musinsa.com/app/goods/2741891,239000,191200,노스페이스,2.5천 회 이상,50개 미만,352,//image.msscdn.net/images/goods_img/20220825/2741891/2741891_1_500.jpg?t=20220825132424,77%,23%,0%,15%,23%,31%,23%,8%
MH Vegan Leather Duck Down Short Padding (Black),https://www.musinsa.com/app/goods/2851866,239000,215100,큐티에잇,2.3천 회 이상,50개 미만,127,//image.msscdn.net/images/goods_img/20221011/2851866/2851866_2_500.jpg?t=20221108111437,95%,5%,9%,36%,32%,14%,9%,0%
에센셜 푸퍼 숏 패딩_블랙,https://www.musinsa.com/app/goods/1726362,199000,49800,닉앤니콜,2.1만 회 이상,600개 이상,"2,961",//image.msscdn.net/images/goods_img/20201218/1726362/1726362_1_500.jpg?t=20201218132929,22%,78%,18%,30%,18%,7%,4%,23%
fishtail & down double jacket_CWUAW22771BKX,https://www.musinsa.com/app/goods/2831544,649000,603570,커스텀멜로우,100회 이상,,3,//image.msscdn.net/images/goods_img/20220930/2831544/2831544_1_500.jpg?t=20220930102330,,,,,,,,
[PRIMALOFT] 플랩포켓 숏패딩_블랙,https://www.musinsa.com/app/goods/2158897,139000,109000,코드그라피,1.8만 회 이상,600개 이상,"2,383",//image.msscdn.net/images/goods_img/20211001/2158897/2158897_3_500.jpg?t=20220927104529,82%,18%,6%,26%,35%,17%,8%,8%
다운 푸퍼 오버핏 스트링 하이넥 패딩 점퍼 [아이보리],https://www.musinsa.com/app/goods/2853706,149000,89000,플레이스 스튜디오,7.7천 회 이상,50개 이상,"1,055",//image.msscdn.net/images/goods_img/20221012/2853706/2853706_2_500.jpg?t=20221019115314,5%,95%,7%,25%,33%,23%,5%,7%
